Dimensions,HMS,HMCR,PAR,BW,MaxIter,ExecutionTime(s),Cores,Seed,BestFitness,ExecutionType
35,1000,0.9,0.3,0.01,100000000,54.2187,32,42,32.6702,MPI
35,1000,0.9,0.3,0.01,100000000,54.4289,32,42,32.6702,MPI
35,1000,0.9,0.3,0.01,100000000,69.8869,32,42,32.6702,MPI
32,1000,0.9,0.3,0.01,100000000,50.2629,32,42,28.0944,MPI
32,1000,0.9,0.3,0.01,100000000,91.1303,16,42,29.4458,MPI
35,1000,0.9,0.3,0.01,100000000,66.5655,64,42,32.1679,MPI
35,1000,0.9,0.3,0.01,100000000,55.525,64,42,32.1679,MPI
35,1000,0.9,0.3,0.01,100000000,73.0307,64,42,32.1679,MPI
35,1000,0.9,0.3,0.01,100000000,55.5164,64,42,32.1679,MPI
32,1000,0.9,0.3,0.01,100000000,180.286,8,42,122.682,MPI
32,1000,0.9,0.3,0.01,100000000,44.419,64,42,28.6859,MPI
32,1000,0.9,0.3,0.01,100000000,50.2516,32,42,28.0944,MPI
35,1000,0.9,0.3,0.01,100000000,98.9,64,42,32.1679,MPI
32,1000,0.9,0.3,0.01,100000000,90.9861,16,42,29.4458,MPI
32,1000,0.9,0.3,0.01,100000000,56.3889,64,42,28.6859,MPI
32,1000,0.9,0.3,0.01,100000000,50.2195,32,42,28.0944,MPI
32,1000,0.9,0.3,0.01,100000000,44.9071,64,42,28.6859,MPI
64,1000,0.9,0.3,0.01,100000000,2537.82,1,42,114.167,MPI
64,1000,0.9,0.3,0.01,100000000,2532.49,1,42,114.167,MPI
64,1000,0.9,0.3,0.01,100000000,2583.06,1,42,114.167,MPI
64,1000,0.9,0.3,0.01,100000000,2737.44,1,42,114.167,MPI
64,1000,0.9,0.3,0.01,100000000,1309.46,2,42,13651.9,MPI
64,1000,0.9,0.3,0.01,100000000,1307.11,2,42,13651.9,MPI
64,1000,0.9,0.3,0.01,100000000,3251.82,1,42,114.167,MPI
64,1000,0.9,0.3,0.01,100000000,1333.56,2,42,13651.9,MPI
64,1000,0.9,0.3,0.01,100000000,1384.36,2,42,13651.9,MPI
64,1000,0.9,0.3,0.01,100000000,646.233,4,42,4559.23,MPI
64,1000,0.9,0.3,0.01,100000000,651.517,4,42,4559.23,MPI
64,1000,0.9,0.3,0.01,100000000,657.114,4,42,4559.23,MPI
35,1000,0.9,0.3,0.01,1000000000,14550.7,1,42,13.4302,Sequential
35,1000,0.9,0.3,0.01,1000000000,14812.6,1,42,13.4302,Sequential
35,1000,0.9,0.3,0.01,1000000000,14828.6,1,42,13.4302,Sequential
35,1000,0.9,0.3,0.01,1000000000,15482,1,42,13.4302,Sequential
35,1000,0.9,0.3,0.01,1000000000,17778.1,1,42,13.4302,Sequential
64,1000,0.9,0.3,0.01,1000000000,898.41,32,42,65.9903,MPI
64,1000,0.9,0.3,0.01,1000000000,895.82,32,42,65.9903,MPI
64,1000,0.9,0.3,0.01,1000000000,897.047,32,42,65.9903,MPI
64,1000,0.9,0.3,0.01,1000000000,897.235,32,42,65.9903,MPI
64,1000,0.9,0.3,0.01,1000000000,907.016,32,42,65.9903,MPI
64,1000,0.9,0.3,0.01,1000000000,1763.87,16,42,227.654,MPI
64,1000,0.9,0.3,0.01,1000000000,1768.26,16,42,227.654,MPI
64,1000,0.9,0.3,0.01,1000000000,1769.99,16,42,227.654,MPI
64,1000,0.9,0.3,0.01,1000000000,1783.83,16,42,227.654,MPI
64,1000,0.9,0.3,0.01,1000000000,1785.69,16,42,227.654,MPI
21,1000,0.9,0.3,0.01,1000000,9.49149,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,9.50312,1,42,10.446,Sequential
64,1000,0.9,0.3,0.01,1000000000,482.211,64,42,62.6669,MPI
64,1000,0.9,0.3,0.01,1000000000,483.859,64,42,62.6669,MPI
64,1000,0.9,0.3,0.01,1000000000,485.451,64,42,62.6669,MPI
64,1000,0.9,0.3,0.01,1000000000,486.05,64,42,62.6669,MPI
64,1000,0.9,0.3,0.01,1000000000,488.172,64,42,62.6669,MPI
21,1000,0.9,0.3,0.01,1000000,9.4917,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,11.3067,1,42,10.446,MPI
21,1000,0.9,0.3,0.01,1000000,4.72433,2,42,243.358,MPI
21,1000,0.9,0.3,0.01,1000000,2.35374,4,42,18.7422,MPI
21,1000,0.9,0.3,0.01,1000000,1.41567,8,42,39.0619,MPI
21,1000,0.9,0.3,0.01,1000000,1.53636,16,42,526.045,MPI
21,1000,0.9,0.3,0.01,1000000,2.77951,32,42,14496.7,MPI
21,1000,0.9,0.3,0.01,1000000,2.7765,64,42,14496.7,MPI
21,1000,0.9,0.3,0.01,1000000,9.49328,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,11.3161,1,42,10.446,MPI
21,1000,0.9,0.3,0.01,1000000,4.71998,2,42,242.141,MPI
21,1000,0.9,0.3,0.01,1000000,2.33464,4,42,62.63,MPI
21,1000,0.9,0.3,0.01,1000000,1.38705,8,42,60.3424,MPI
21,1000,0.9,0.3,0.01,1000000,1.5291,16,42,636.77,MPI
21,1000,0.9,0.3,0.01,1000000,2.65541,32,42,15707,MPI
21,1000,0.9,0.3,0.01,1000000,2.64617,64,42,21259.2,MPI
64,1000,0.9,0.3,0.01,1000000000,3180.68,8,42,995.426,MPI
64,1000,0.9,0.3,0.01,1000000000,3374.64,8,42,995.426,MPI
64,1000,0.9,0.3,0.01,1000000000,3389.52,8,42,995.426,MPI
64,1000,0.9,0.3,0.01,1000000000,3407.43,8,42,995.426,MPI
64,1000,0.9,0.3,0.01,1000000000,3476.86,8,42,995.426,MPI
21,1000,0.9,0.3,0.01,1000000,10.4205,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,9.53206,1,42,10.446,Sequential
64,1000,0.9,0.3,0.01,1000000000,6108.37,4,42,3221.16,MPI
64,1000,0.9,0.3,0.01,1000000000,6136.99,4,42,3221.16,MPI
21,1000,0.9,0.3,0.01,1000000,9.63712,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,9.56883,1,42,10.446,Sequential
64,1000,0.9,0.3,0.01,1000000000,6450.66,4,42,3221.16,MPI
21,1000,0.9,0.3,0.01,1000000,9.998,1,42,10.446,Sequential
64,1000,0.9,0.3,0.01,1000000000,6616.25,4,42,3221.16,MPI
64,1000,0.9,0.3,0.01,1000000000,6618.13,4,42,3221.16,MPI
21,1000,0.9,0.3,0.01,1000000,10.0101,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,10.0161,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,10.3915,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,12.6021,1,42,18281.8
21,1000,0.9,0.3,0.01,1000000,8.07218,2,42,11319.7
21,1000,0.9,0.3,0.01,1000000,5.8453,4,42,17193.6
21,1000,0.9,0.3,0.01,1000000,4.97634,8,42,9890.23
21,1000,0.9,0.3,0.01,1000000,2.6737,16,42,241.267
21,1000,0.9,0.3,0.01,1000000,1.46008,32,42,172.212
21,1000,0.9,0.3,0.01,1000000,0.919976,64,42,74.1057
21,1000,0.9,0.3,0.01,1000000,10.4023,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,12.2874,1,42,17875.2
21,1000,0.9,0.3,0.01,1000000,7.92899,2,42,8406.99
21,1000,0.9,0.3,0.01,1000000,5.78981,4,42,10735.5
21,1000,0.9,0.3,0.01,1000000,4.95766,8,42,6942.97
21,1000,0.9,0.3,0.01,1000000,2.67915,16,42,286.829
21,1000,0.9,0.3,0.01,1000000,1.44179,32,42,69.758
21,1000,0.9,0.3,0.01,1000000,0.928623,64,42,69.8087
21,1000,0.9,0.3,0.01,1000000,10.3857,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,12.2742,1,42,18822
21,1000,0.9,0.3,0.01,1000000,7.91087,2,42,14739.2
21,1000,0.9,0.3,0.01,1000000,5.77812,4,42,32319.8
21,1000,0.9,0.3,0.01,1000000,4.94251,8,42,32319.8
21,1000,0.9,0.3,0.01,1000000,4.40769,16,42,32319.8
21,1000,0.9,0.3,0.01,1000000,4.26849,32,42,49306
21,1000,0.9,0.3,0.01,1000000,5.05093,64,42,49306
21,1000,0.9,0.3,0.01,1000000,10.4023,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,12.3975,1,42,10.446,MPI
21,1000,0.9,0.3,0.01,1000000,5.15433,2,42,242.141,MPI
21,1000,0.9,0.3,0.01,1000000,2.54845,4,42,62.63,MPI
21,1000,0.9,0.3,0.01,1000000,1.51044,8,42,60.3424,MPI
21,1000,0.9,0.3,0.01,1000000,1.58756,16,42,636.77,MPI
21,1000,0.9,0.3,0.01,1000000,2.73066,32,42,15707,MPI
21,1000,0.9,0.3,0.01,1000000,3.01873,64,42,21259.2,MPI
21,1000,0.9,0.3,0.01,1000000,9.40479,1,42,10.446,Sequential
21,1000,0.9,0.3,0.01,1000000,11.2754,1,42,10.446,MPI
21,1000,0.9,0.3,0.01,1000000,4.71027,2,42,242.141,MPI
21,1000,0.9,0.3,0.01,1000000,2.33155,4,42,62.63,MPI
21,1000,0.9,0.3,0.01,1000000,1.48735,8,42,60.3424,MPI
21,1000,0.9,0.3,0.01,1000000,1.5726,16,42,636.77,MPI
21,1000,0.9,0.3,0.01,1000000,3.03393,32,42,15707,MPI
21,1000,0.9,0.3,0.01,1000000,4.14416,64,42,21259.2,MPI
21,1000,0.9,0.3,0.01,100000000,856.704,1,42,0.814909,Sequential
21,1000,0.9,0.3,0.01,100000000,883.104,1,42,0.814909,MPI
21,1000,0.9,0.3,0.01,100000000,466.045,2,42,88.2348,MPI
21,1000,0.9,0.3,0.01,100000000,216.636,4,42,16.4924,MPI
21,1000,0.9,0.3,0.01,100000000,111.153,8,42,16.4566,MPI
21,1000,0.9,0.3,0.01,100000000,59.2162,16,42,16.0743,MPI
21,1000,0.9,0.3,0.01,100000000,34.9525,32,42,17.805,MPI
21,1000,0.9,0.3,0.01,100000000,44.2204,64,42,17.37,MPI
5,1000,0.9,0.3,0.01,1000000,3.3646,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,3.3595,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,3.35108,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,5.25521,1,42,0.145656,OpenMP
5,1000,0.9,0.3,0.01,1000000,15.3526,2,42,0.134092,OpenMP
5,1000,0.9,0.3,0.01,1000000,31.7631,4,42,0.0908534,OpenMP
5,1000,0.9,0.3,0.01,1000000,49.7446,8,42,0.0404221,OpenMP
5,1000,0.9,0.3,0.01,1000000,82.7103,16,42,0.0205329,OpenMP
5,1000,0.9,0.3,0.01,1000000,3.45814,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,5.53531,1,42,0.145656,OpenMP
5,1000,0.9,0.3,0.01,1000000,17.0019,2,42,0.000103056,OpenMP
5,1000,0.9,0.3,0.01,1000000,36.0524,4,42,0.0839963,OpenMP
5,1000,0.9,0.3,0.01,1000000,51.1064,8,42,0.0392532,OpenMP
5,1000,0.9,0.3,0.01,1000000,87.0455,16,42,0.0210471,OpenMP
5,1000,0.9,0.3,0.01,1000000,3.57651,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,5.5162,1,42,0.145656,OpenMP
5,1000,0.9,0.3,0.01,1000000,15.9953,2,42,0.147072,OpenMP
5,1000,0.9,0.3,0.01,1000000,35.3756,4,42,0.067828,OpenMP
5,1000,0.9,0.3,0.01,1000000,50.7888,8,42,0.0423184,OpenMP
5,1000,0.9,0.3,0.01,1000000,85.6697,16,42,0.0206426,OpenMP
5,1000,0.9,0.3,0.01,1000000,3.63829,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,5.58545,1,42,0.145656,OpenMP
5,1000,0.9,0.3,0.01,1000000,19.2109,2,42,0.130538,OpenMP
5,1000,0.9,0.3,0.01,1000000,9.55307,4,42,0.255671,OpenMP
5,1000,0.9,0.3,0.01,1000000,3.67027,1,42,0.145656,Sequential
5,1000,0.9,0.3,0.01,1000000,6.94692,8,42,0.395948,OpenMP
5,1000,0.9,0.3,0.01,1000000,5.74741,1,42,0.145656,OpenMP
5,1000,0.9,0.3,0.01,1000000,5.29094,16,42,0.913537,OpenMP
5,1000,0.9,0.3,0.01,1000000,5.33814,2,42,0.185435,OpenMP
5,1000,0.9,0.3,0.01,1000000,5.10614,4,42,0.533122,OpenMP
5,1000,0.9,0.3,0.01,1000000,5.66988,8,42,0.72765,OpenMP
5,1000,0.9,0.3,0.01,1000000,4.80375,16,42,0.486974,OpenMP
5,10000,0.9,0.3,0.01,1000000,34.0567,1,42,0.515371,Sequential
5,10000,0.9,0.3,0.01,1000000,36.6189,1,42,0.515371,OpenMP
5,10000,0.9,0.3,0.01,1000000,35.7638,2,42,0.576106,OpenMP
5,10000,0.9,0.3,0.01,1000000,29.6163,4,42,0.680017,OpenMP
5,10000,0.9,0.3,0.01,1000000,18.7023,8,42,0.950764,OpenMP
5,10000,0.9,0.3,0.01,1000000,11.7609,16,42,1.70053,OpenMP
30,1000,0.9,0.3,0.01,10000,0.185472,1,42,13262.6,Sequential
30,1000,0.9,0.3,0.01,10000,0.339446,4,42,19733.1,OpenMP
30,1000,0.9,0.3,0.01,10000,0.239758,8,42,36517.1,OpenMP
30,1000,0.9,0.3,0.01,10000,0.192678,16,42,54245.5,OpenMP
30,1000,0.9,0.3,0.01,10000,0.170242,32,42,82836.2,OpenMP
30,1000,0.9,0.3,0.01,10000,0.15529,64,42,75603.9,OpenMP
30,1000,0.9,0.3,0.01,100000,3.04963,4,42,658.741,OpenMP
30,1000,0.9,0.3,0.01,100000,2.22711,8,42,645.044,OpenMP
30,1000,0.9,0.3,0.01,100000,1.82417,16,42,1206.06,OpenMP
30,1000,0.9,0.3,0.01,100000,1.64209,32,42,3581.32,OpenMP
30,1000,0.9,0.3,0.01,100000,1.5257,64,42,8593.55,OpenMP
30,1000,0.9,0.3,0.01,1000000,12.55,4,42,86.9803,OpenMP
30,1000,0.9,0.3,0.01,1000000,11.2434,8,42,147.151,OpenMP
30,1000,0.9,0.3,0.01,1000000,14.0699,16,42,37.8618,OpenMP
30,1000,0.9,0.3,0.01,1000000,13.7777,32,42,86.0213,OpenMP
30,1000,0.9,0.3,0.01,1000000,13.8073,64,42,86.8853,OpenMP
30,1000,0.9,0.3,0.01,10000000,310.808,4,42,22.7989,OpenMP
30,1000,0.9,0.3,0.01,10000000,216.592,8,42,24.6068,OpenMP
30,1000,0.9,0.3,0.01,10000000,173.864,16,42,18.0607,OpenMP
30,1000,0.9,0.3,0.01,10000000,156.681,32,42,24.8966,OpenMP
30,1000,0.9,0.3,0.01,10000000,146.653,64,42,26.0896,OpenMP
30,1000,0.9,0.3,0.01,100000000,1119.7,4,42,19.9272,OpenMP
29,1000,0.9,0.3,0.01,100000,3.00428,4,42,500.265,OpenMP
29,1000,0.9,0.3,0.01,100000,2.18883,8,42,489.835,OpenMP
29,1000,0.9,0.3,0.01,100000,1.90361,16,42,493.196,OpenMP
29,1000,0.9,0.3,0.01,100000,1.58914,32,42,513.215,OpenMP
29,1000,0.9,0.3,0.01,100000,1.59747,64,42,355.294,OpenMP
29,1000,0.9,0.3,0.01,100000,1.39295,1,42,534.114,Sequential
29,1000,0.9,0.3,0.01,100000,2.98796,4,42,462.505,OpenMP
29,1000,0.9,0.3,0.01,100000,2.2082,8,42,581.787,OpenMP
29,1000,0.9,0.3,0.01,100000,1.7664,16,42,532.316,OpenMP
29,1000,0.9,0.3,0.01,100000,1.66044,32,42,471.792,OpenMP
29,1000,0.9,0.3,0.01,100000,1.59713,64,42,537.733,OpenMP
29,1000,0.9,0.3,0.01,10000,0.180593,1,42,15646.5,Sequential
29,1000,0.9,0.3,0.01,10000,0.366156,4,42,13087.7,OpenMP
29,1000,0.9,0.3,0.01,10000,0.267982,8,42,13376.9,OpenMP
29,1000,0.9,0.3,0.01,10000,0.233843,16,42,13526.9,OpenMP
29,1000,0.9,0.3,0.01,10000,0.222674,32,42,14528,OpenMP
29,1000,0.9,0.3,0.01,10000,0.21236,64,42,15306,OpenMP
29,1000,0.9,0.3,0.01,1000000,12.8676,1,42,110.944,Sequential
29,1000,0.9,0.3,0.01,1000000,27.9266,4,42,83.603,OpenMP
29,1000,0.9,0.3,0.01,1000000,20.9078,8,42,85.2927,OpenMP
29,1000,0.9,0.3,0.01,1000000,17.4387,16,42,25.4782,OpenMP
29,1000,0.9,0.3,0.01,1000000,14.9632,32,42,60.1489,OpenMP
29,1000,0.9,0.3,0.01,1000000,13.9977,64,42,87.3413,OpenMP
29,1000,0.9,0.3,0.01,1000000,12.6929,1,42,110.944,Sequential
29,1000,0.9,0.3,0.01,1000000,28.7187,4,42,74.0241,OpenMP
29,1000,0.9,0.3,0.01,1000000,21.5571,8,42,63.7205,OpenMP
29,1000,0.9,0.3,0.01,1000000,18.4778,16,42,25.2512,OpenMP
29,1000,0.9,0.3,0.01,1000000,15.838,32,42,146.541,OpenMP
29,1000,0.9,0.3,0.01,1000000,14.9047,64,42,58.3153,OpenMP
30,1000,0.9,0.3,0.01,100000000,1270.13,8,42,18.4812,OpenMP
30,1000,0.9,0.3,0.01,100000000,1318.86,16,42,20.0128,OpenMP
30,1000,0.9,0.3,0.01,100000000,1399.97,32,42,74.6624,OpenMP
30,1000,0.9,0.3,0.01,100000000,1365.3,64,42,19.5158,OpenMP
